callsign,contour_type,area,filename,lat,lon,frequency,power,region,state,city,owner
KAHZ,day_0.5,3.0229397217044607,KAHZ_0.5_D_as1.kml,34.03,-117.726388888889,1600.0,5.0,California,CA,POMONA,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC"
KBTM,day_2,0.35604637931101024,KBTM_2_D_as1.kml,35.8414444444445,-90.6624444444445,1230.0,1.0,Mid-South,AR,JONESBORO,"EAST ARKANSAS BROADCASTERS OF JONESBORO, LLC"
KPRV,day_2,0.6193800596520305,KPRV_2_D_as1.kml,35.0153888888889,-94.6518888888889,1280.0,1.0,Plains,OK,POTEAU,
KMDO,night_2,0.35657937079668045,KMDO_2_N_as1.kml,37.7836666666667,-94.70025,1600.0,0.77,Plains,KS,FORT SCOTT,FORT SCOTT BROADCASTING COMPANY INC.
WGIT,day_0.5,13.97400888041011,WGIT_0.5_D_as1.kml,18.3858333333333,-65.9211111111111,1660.0,10.0,Unknown,PR,CANOVANAS,INTERNATIONAL BROADCASTING CORPORATION
WEAV,night_2,0.48319348227232695,WEAV_2_N_as1.kml,44.5742222222222,-73.4479166666667,960.0,5.0,Northeast,NY,PLATTSBURGH,"VOX AM/FM, LLC"
WFNB,night_2,0.32293380447663367,WFNB_2_N_as1.kml,39.51225,-87.1383611111111,1130.0,0.5,Great Lakes,IN,BRAZIL,JKO Media Group
WNDZ,day_2,3.3985980175202712,WNDZ_2_D_as1.kml,41.5636388888889,-87.1550277777778,750.0,15.0,Great Lakes,IN,PORTAGE,WNDZ LLC
WMBA,night_2,0.05681607127189636,WMBA_2_N_as1.kml,40.5856111111111,-80.2028333333333,1460.0,0.12,Great Lakes,PA,AMBRIDGE,"St. Barnabas Broadcasting, Inc."
WTEM,night_2,1.3161882262211293,WTEM_2_N_as1.kml,38.9620555555556,-76.9730277777778,980.0,5.0,Mid-Atlantic,DC,WASHINGTON,"Audacy License, LLC"
KEBC,night_2,0.6321933770086616,KEBC_2_N_as1.kml,35.4406111111111,-97.4903055555556,1560.0,0.25,Plains,OK,DEL CITY,TYLER MEDIA LLC
KBRC,night_2,1.274670597165823,KBRC_2_N_as1.kml,48.4227777777778,-122.352777777778,1430.0,5.0,Pacific Northwest,WA,MOUNT VERNON,"J & J BROADCASTING, INC."
WBSM,day_0.5,18.29456153267529,WBSM_0.5_D_as1.kml,41.6505555555556,-70.9161111111111,1420.0,1.0,Northeast,MA,NEW BEDFORD,"Townsquare License, LLC"
WZRC,day_0.5,4.914943204843439,WZRC_0.5_D_as1.kml,40.8451111111111,-74.0195833333333,1480.0,5.0,Northeast,NY,NEW YORK,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC"
KVLF,day_0.5,1.0397145106690004,KVLF_0.5_D_as3.kml,30.3737777777778,-103.662666666667,1240.0,1.0,Gulf Coast,TX,ALPINE,"ALPINE RADIO, LLC"
WICC,day_2,0.5014281398616731,WICC_2_D_as1.kml,41.16,-73.1647222222222,600.0,0.5,Northeast,CT,BRIDGEPORT,"CONNOISSEUR MEDIA LICENSES, LLC"
KDAZ,night_2,1.0611445931717753,KDAZ_2_N_as1.kml,35.0086666666667,-106.715027777778,700.0,0.45,Southwest,NM,ALBUQUERQUE,Pan American Broadcasting Company
WHAZ,day_2,0.14678683504462242,WHAZ_2_D_as1.kml,42.7763888888889,-73.6861111111111,1330.0,1.0,Northeast,NY,TROY,CAPITAL MEDIA CORPORATION
WLUE,day_0.5,0.49891513655893505,WLUE_0.5_D_as1.kml,38.3525555555556,-85.1857777777778,1600.0,0.32,Mid-South,KY,EMINENCE,"NEW ALBANY BROADCASTING CO., INC."
WKRC,night_2,3.344101069495082,WKRC_2_N_as1.kml,39.0080555555556,-84.4441666666667,550.0,5.0,Great Lakes,OH,CINCINNATI,"IHM LICENSES, LLC"
WTLO,day_0.5,0.22003532946109772,WTLO_0.5_D_as1.kml,37.0805555555556,-84.6608333333333,1480.0,1.0,Mid-South,KY,SOMERSET,"F.T.G. BROADCASTING, INC."
WFDF,day_0.5,6.633802283322439,WFDF_0.5_D_as1.kml,42.0658888888889,-83.3941111111111,910.0,50.0,Great Lakes,MI,FARMINGTON HILLS,"Adell Radio Group, Inc."
KAST,night_2,1.710904967971146,KAST_2_N_as1.kml,46.1751111111111,-123.850694444444,1370.0,1.0,Pacific Northwest,OR,ASTORIA,OMG FCC LICENSES LLC
KGOS,day_0.5,0.8153381498996168,KGOS_0.5_D_as3.kml,42.0722222222222,-104.227777777778,1490.0,1.0,Rockies,WY,TORRINGTON,"KATH BROADCASTING CO, LLC"
WSAN,day_2,0.22738546365872025,WSAN_2_D_as1.kml,40.6361111111111,-75.485,1470.0,5.0,Great Lakes,PA,ALLENTOWN,"IHM LICENSES, LLC"
KZPA,day_0.5,3.7381167924031615,KZPA_0.5_D_as3.kml,66.5563333333333,-145.203722222222,900.0,5.0,Alaska,AK,FORT YUKON,"GWANDAK PUBLIC BROADCASTING, INC."
KKOZ,day_2,0.17215530422981828,KKOZ_2_D_as1.kml,36.93,-92.6552777777778,1430.0,0.5,Mid-South,MO,AVA,"CORUM INDUSTRIES, INC"
KZEE,day_2,0.8029660020256415,KZEE_2_D_as1.kml,32.7880555555556,-97.7925,1220.0,1.6,Gulf Coast,TX,WEATHERFORD,"TARRANT RADIO BROADCASTING, INC."
WEPG,night_2,0.29974953830242157,WEPG_2_N_as1.kml,35.0158333333333,-85.7,910.0,5.0,Mid-South,TN,SOUTH PITTSBURG,SPENCER TRAVIS HICKMAN
KROD,day_2,1.7792167536681518,KROD_2_D_as1.kml,31.9156666666667,-106.393027777778,600.0,5.0,Gulf Coast,TX,EL PASO,"TOWNSQUARE MEDIA OF EL PASO, INC."
WIHB,day_0.5,0.967268728360068,WIHB_0.5_D_as1.kml,32.8044444444444,-83.6044444444444,1280.0,0.099,Southeast,GA,MACON,"IHM LICENSES, LLC"
WHIY,day_0.5,0.7104431494371966,WHIY_0.5_D_as1.kml,34.7588888888889,-86.6430555555556,1600.0,0.5,Gulf Coast,AL,HUNTSVILLE,"HUNDLEY BATTS, SR. & VIRGINIA CAPLES"
WPGM,day_0.5,0.28705769474618137,WPGM_0.5_D_as1.kml,40.98611111111111,-76.6269444444444,1570.0,0.221,Great Lakes,PA,DANVILLE,MONTROSE BROADCASTING CORPORATION
KDOM,day_0.5,1.9853882864117622,KDOM_0.5_D_as1.kml,43.8613888888889,-95.0972222222222,1580.0,0.002,Upper Midwest,MN,WINDOM,"Next Step Broadcasting, Inc."
WKXR,night_2,0.2949836845509708,WKXR_2_N_as1.kml,35.7238888888889,-79.8058333333333,1260.0,5.0,Southeast,NC,ASHEBORO,SOUTH TRIAD BROADCASTING CORP.
WXSM,night_2,1.545978520065546,WXSM_2_N_as1.kml,36.5220555555556,-82.4234722222222,640.0,10.0,Mid-South,TN,BLOUNTVILLE,"RADIO LICENSE HOLDING CBC, LLC"
WKRD,day_0.5,4.645450832787901,WKRD_0.5_D_as1.kml,38.1928333333333,-85.5205277777778,790.0,1.0,Mid-South,KY,LOUISVILLE,"IHM LICENSES, LLC"
KOKB,day_2,0.8949046846246347,KOKB_2_D_as1.kml,36.8097222222222,-97.2638888888889,1580.0,0.049,Plains,OK,BLACKWELL,"TEAM RADIO, LLC"
WOGR,day_0.5,0.34883615002036095,WOGR_0.5_D_as1.kml,35.2738888888889,-80.8611111111111,1540.0,2.4,Southeast,NC,CHARLOTTE,VICTORY CHRISTIAN CENTER
WGSP,day_2,0.2026855595759116,WGSP_2_D_as1.kml,35.2565277777778,-80.86425,1310.0,5.0,Southeast,NC,CHARLOTTE,"NORSAN CONSULTING AND MANAGEMENT, INC."
WEOL,day_0.5,2.169656964484602,WEOL_0.5_D_as1.kml,41.2695,-82.0043055555556,930.0,1.0,Great Lakes,OH,ELYRIA,ELYRIA-LORAIN BROADCASTING CO.
WDDO,day_2,0.4030213092919439,WDDO_2_D_as1.kml,32.5556944444444,-83.7371388888889,980.0,0.08,Southeast,GA,PERRY,"THE GLORY MEDIA GROUP, LLC"
KMNS,day_2,2.2713965005241334,KMNS_2_D_as1.kml,42.3736111111111,-96.4483611111111,620.0,1.0,Plains,IA,SIOUX CITY,"IHM LICENSES, LLC"
WCBM,night_2,2.2034312658943236,WCBM_2_N_as1.kml,39.3742777777778,-76.85775,680.0,50.0,Mid-Atlantic,MD,BALTIMORE,"WCBM MARYLAND, INC."
WSLB,day_2,0.32676771155092865,WSLB_2_D_as3.kml,44.7058333333333,-75.4652777777778,1400.0,1.0,Northeast,NY,OGDENSBURG,"COMMUNITY BROADCASTERS, LLC"
KIHR,night_2,0.13233494653832167,KIHR_2_N_as1.kml,45.7015,-121.535916666667,1340.0,1.0,Pacific Northwest,OR,HOOD RIVER,"BICOASTAL MEDIA LICENSES IV, LLC"
KSGO,night_2,0.4537929033394903,KSGO_2_N_as1.kml,37.0380277777778,-113.637472222222,1450.0,1.0,Rockies,UT,ST. GEORGE,CANYON MEDIA CORPORATION
KLTF,day_0.5,2.2291103545576334,KLTF_0.5_D_as1.kml,46.0044444444444,-94.3283333333333,960.0,5.0,Upper Midwest,MN,LITTLE FALLS,LITTLE FALLS RADIO CORPORATION
KGYM,day_0.5,2.0674264293629676,KGYM_0.5_D_as1.kml,41.9708333333333,-91.5337777777778,1600.0,5.0,Plains,IA,CEDAR RAPIDS,"KZIA, INC."
WLIV,night_2,0.28324978007003665,WLIV_2_N_as1.kml,36.3744444444444,-85.3055555555556,920.0,0.038,Mid-South,TN,LIVINGSTON,"STONECOM COOKEVILLE, LLC"
WTIK,day_2,0.25973751180572435,WTIK_2_D_as1.kml,36.025,-78.9022222222222,1310.0,1.0,Southeast,NC,DURHAM,A&B Media LLC
WMBM,night_2,1.7454829425550997,WMBM_2_N_as3.kml,25.7694444444444,-80.1363888888889,1490.0,1.0,Southeast,FL,MIAMI BEACH,"WMBM MEDIA GROUP, INCORPORATED"
WBLA,night_2,0.17917089600814506,WBLA_2_N_as1.kml,34.6257222222222,-78.6241666666667,1440.0,0.197,Southeast,NC,ELIZABETHTOWN,BALDWIN BRANCH MISSIONARY BAPTIST CHURCH
KJRG,day_0.5,6.210232502431609,KJRG_0.5_D_as1.kml,38.0441666666667,-97.3728055555555,950.0,0.5,Plains,KS,NEWTON,"COMMUNITY BROADCASTING, INC."
WJLK,day_2,4.368306866381317,WJLK_2_D_as1.kml,40.1358333333333,-74.23,1160.0,5.0,Mid-Atlantic,NJ,LAKEWOOD TOWNSHIP,"Townsquare License, LLC"
KJAN,day_0.5,1.6270930698374286,KJAN_0.5_D_as1.kml,41.4172222222222,-95.0044444444445,1220.0,0.062,Plains,IA,ATLANTIC,WIRELESS COMMUNICATIONS CORP.
WNOO,day_0.5,0.6690093870274723,WNOO_0.5_D_as1.kml,35.0523055555556,-85.2727222222222,1260.0,0.025,Mid-South,TN,CHATTANOOGA,"CLEAR MEDIA, LLC"
KEYY,day_2,0.35562421928625554,KEYY_2_D_as3.kml,40.2302777777778,-111.686666666667,1450.0,1.0,Rockies,UT,PROVO,BIBLICAL MINISTRIES WORLDWIDE
KSDP,day_0.5,28.099723658990115,KSDP_0.5_D_as1.kml,55.3494444444444,-160.472555555556,830.0,1.0,Alaska,AK,SAND POINT,"ALEUTIAN PENINSULA BROADCASTING, INC"
WGAS,day_0.5,0.16563475283328444,WGAS_0.5_D_as1.kml,35.1829166666667,-81.2081388888889,1420.0,0.5,Southeast,NC,SOUTH GASTONIA,"VICTORY CHRISTIAN CENTER, INC."
WAGG,night_2,1.2636069065192714,WAGG_2_N_as1.kml,33.4942777777778,-86.8725,610.0,0.61,Gulf Coast,AL,BIRMINGHAM,"SM-WAGG, LLC"
WVMT,night_2,1.0715014926390722,WVMT_2_N_as1.kml,44.5344444444444,-73.2208333333333,620.0,5.0,Northeast,VT,BURLINGTON,"SISON BROADCASTING, INC."
WXIT,night_2,0.1858533164486289,WXIT_2_N_as1.kml,36.2165277777778,-81.7015,1200.0,4.2,Southeast,NC,BLOWING ROCK,"HIGH COUNTRY ADVENTURES, LLC"
WPLI,day_2,0.12527246458921582,WPLI_2_D_as1.kml,37.4645833333333,-79.12225,1390.0,0.034,Mid-Atlantic,VA,LYNCHBURG,"MEL WHEELER, INC."
WEUR,day_2,0.2175842922879383,WEUR_2_D_as3.kml,41.8811111111111,-87.7938888888889,1490.0,1.0,Great Lakes,IL,OAK PARK,"CSWWII, LLC"
KXPN,day_0.5,5.987501072930172,KXPN_0.5_D_as1.kml,40.6930555555556,-99.1670277777778,1460.0,0.056,Plains,NE,KEARNEY,"Flood Communications Tri-Cities, L.L.C."
WUVR,day_2,0.036329539492726326,WUVR_2_D_as1.kml,43.6534166666667,-72.2373055555556,1490.0,0.64,Northeast,NH,LEBANON,"SUGAR RIVER MEDIA, LLC"
KLOE,day_0.5,7.816945365280844,KLOE_0.5_D_as1.kml,39.3344444444444,-101.758222222222,730.0,0.02,Plains,KS,GOODLAND,"Kansas Broadcast Company, LLC"
WICY,day_2,0.1297460951609537,WICY_2_D_as3.kml,44.84611111111111,-74.2686111111111,1490.0,1.0,Northeast,NY,MALONE,Martz Communications Group Inc.
KXTN,day_0.5,3.0683462457964197,KXTN_0.5_D_as1.kml,29.5241666666667,-98.6180555555555,1350.0,5.0,Gulf Coast,TX,SAN ANTONIO,"Latino Media Network, LLC"
KCPS,day_0.5,1.1627812510123476,KCPS_0.5_D_as1.kml,40.8530555555556,-91.1361111111111,1150.0,0.067,Plains,IA,BURLINGTON,
WVSA,night_2,0.1396595500409603,WVSA_2_N_as1.kml,33.7958333333333,-88.1175,1380.0,0.039,Gulf Coast,AL,VERNON,"LAMAR COUNTY BROADCASTING COMPANY, INC."
WSYB,night_2,0.14559843414463103,WSYB_2_N_as1.kml,43.5917222222222,-72.9901111111111,1380.0,5.0,Northeast,VT,RUTLAND,"6 JOHNSON ROAD LICENSES, INC."
KYUL,day_2,0.43982060381677,KYUL_2_D_as1.kml,38.5263888888889,-100.911666666667,1310.0,0.5,Plains,KS,SCOTT CITY,"STECKLINE COMMUNICATIONS, INC."
WRGA,day_0.5,0.6152335548540577,WRGA_0.5_D_as1.kml,34.3013888888889,-85.1552777777778,1470.0,5.0,Southeast,GA,ROME,"ROME RADIO PARTNERS, LLC"
WSSO,day_2,0.07498526992276311,WSSO_2_D_as3.kml,33.4525,-88.8208333333333,1230.0,1.0,Gulf Coast,MS,STARKVILLE,CUMULUS LICENSING LLC
WDSA,night_2,0.18121264543151483,WDSA_2_N_as1.kml,31.2485,-85.3888333333333,1320.0,0.092,Gulf Coast,AL,DOTHAN,"WILSON BROADCASTING CO., INC."
WMMB,day_2,2.2367944626603276,WMMB_2_D_as3.kml,28.0777777777778,-80.5986111111111,1240.0,1.0,Southeast,FL,MELBOURNE,"IHM LICENSES, LLC"
WRDN,night_2,0.25806717260275036,WRDN_2_N_as1.kml,44.581388888888895,-91.9127777777778,1430.0,2.0,Great Lakes,WI,DURAND,DURAND BROADCASTING
WDSL,day_0.5,0.38758538296679035,WDSL_0.5_D_as1.kml,35.8805555555556,-80.5405555555556,1520.0,5.0,Southeast,NC,MOCKSVILLE,FARREN K. SHOAF
KSVE,night_2,0.31404788221698254,KSVE_2_N_as1.kml,31.7537222222222,-106.416638888889,1650.0,0.85,Gulf Coast,TX,EL PASO,"ENTRAVISION HOLDINGS, LLC"
WHAP,night_2,0.06057487049838528,WHAP_2_N_as3.kml,37.2961111111111,-77.3138888888889,1340.0,1.0,Mid-Atlantic,VA,HOPEWELL,"GEE COMMUNICATIONS, INC."
WSNT,day_0.5,0.34729452047031373,WSNT_0.5_D_as3.kml,32.9730555555556,-82.8094444444444,1490.0,1.0,Southeast,GA,SANDERSVILLE,"RADIO STATION WSNT, INC."
WUAT,day_0.5,0.16163680364843458,WUAT_0.5_D_as1.kml,35.605,-85.1872222222222,1110.0,0.25,Mid-South,TN,PIKEVILLE,"WUAT, LLC"
WQVN,night_2,9.953133224218618,WQVN_2_N_as1.kml,25.8398055555556,-80.1895,1360.0,0.4,Southeast,FL,NORTH MIAMI,RADIO PIMENT BOUK
KGAL,day_2,0.24191569036338478,KGAL_2_D_as1.kml,44.5734444444445,-122.91925,1580.0,1.0,Pacific Northwest,OR,LEBANON,EADS BROADCASTING CORPORATION
WYKG,night_2,0.10349058196879923,WYKG_2_N_as1.kml,33.6206666666667,-83.8843611111111,1430.0,3.9,Southeast,GA,COVINGTON,"LIGHT MEDIA HOLDINGS, INC."
WYFQ,night_2,0.367492450051941,WYFQ_2_N_as1.kml,35.2681944444445,-80.9028611111111,930.0,1.0,Southeast,NC,CHARLOTTE,"BIBLE BROADCASTING NETWORK, INC."
WLOV,day_2,0.12187184271169826,WLOV_2_D_as1.kml,33.7340277777778,-82.7193055555556,1370.0,1.0,Southeast,GA,WASHINGTON,"SOUTHERN STONE BROADCASTING, INC."
WGBF,day_2,0.6856633374700323,WGBF_2_D_as1.kml,37.9958333333333,-87.4766666666667,1280.0,1.0,Great Lakes,IN,EVANSVILLE,"TOWNSQUARE MEDIA OF EVANSVILLE/OWENSBORO, INC."
WCGA,day_2,3.966352205723524,WCGA_2_D_as1.kml,31.0474444444444,-81.7462222222222,1100.0,10.0,Southeast,GA,WOODBINE,"COX BROADCAST GROUP, INC."
WSBS,day_2,0.48951264179777354,WSBS_2_D_as1.kml,42.2148055555556,-73.3448333333333,860.0,0.004,Northeast,MA,GREAT BARRINGTON,"Townsquare License, LLC"
WARK,day_0.5,0.2708390736952424,WARK_0.5_D_as3.kml,39.6263888888889,-77.7111111111111,1490.0,1.0,Mid-Atlantic,MD,HAGERSTOWN,MANNING BROADCASTING INC.
WENE,day_0.5,0.8427635739790276,WENE_0.5_D_as1.kml,42.0823055555556,-76.0310277777778,1430.0,5.0,Northeast,NY,ENDICOTT,"IHM LICENSES, LLC"
KWYS,night_2,0.3185117020038888,KWYS_2_N_as1.kml,44.6488055555556,-111.098,920.0,0.038,Rockies,MT,WEST YELLOWSTONE,"RADIO WEST, LLC"
KVXR,night_2,1.9732682928442955,KVXR_2_N_as1.kml,46.8194166666667,-96.7659166666667,1280.0,5.0,Upper Midwest,MN,MOORHEAD,Real Presence Radio
KBFL,day_2,0.3183073567925021,KBFL_2_D_as1.kml,37.2258888888889,-93.3593611111111,1060.0,0.019,Mid-South,MO,SPRINGFIELD,"ZIMMER MIDWEST COMMUNICATIONS, INC."
WEVA,day_0.5,0.5562102281837724,WEVA_0.5_D_as1.kml,36.6988888888889,-77.5486111111111,860.0,1.0,Mid-Atlantic,VA,EMPORIA,"Johnson Broadcast Ventures, Ltd."
WGY,night_2,2.6188612517435104,WGY_2_N_as1.kml,42.7923055555556,-74.0118055555556,810.0,50.0,Northeast,NY,SCHENECTADY,"IHM LICENSES, LLC"
WFLF,day_0.5,26.86219163838541,WFLF_0.5_D_as1.kml,28.4813888888889,-81.6619444444444,540.0,50.0,Southeast,FL,PINE HILLS,"IHM LICENSES, LLC"
KWYR,day_0.5,4.459534993162379,KWYR_0.5_D_as1.kml,43.3855555555556,-99.9109444444445,1260.0,5.0,Upper Midwest,SD,WINNER,MIDWEST RADIO CORP.
KRKY,day_2,1.0418465312104672,KRKY_2_D_as1.kml,40.0405555555556,-105.936388888889,930.0,0.121,Rockies,CO,GRANBY,"ALWAYSMOUNTAINTIME, LLC"
WCCO,day_0.5,10.915128728724085,WCCO_0.5_D_as3.kml,45.17775,-93.3488333333333,830.0,50.0,Upper Midwest,MN,MINNEAPOLIS,"Audacy License, LLC"
WQHL,day_0.5,0.32579484855523333,WQHL_0.5_D_as1.kml,30.2872222222222,-82.9655555555556,1250.0,0.083,Southeast,FL,LIVE OAK,"SOUTHERN COMMUNICATIONS, LLC"
WNLR,night_2,0.14770885719917715,WNLR_2_N_as1.kml,38.2108333333333,-79.1313888888889,1150.0,2.5,Mid-Atlantic,VA,CHURCHVILLE,"NEW LIFE MINISTRIES, INC."
KEUN,night_2,0.35818540916079655,KEUN_2_N_as3.kml,30.4713888888889,-92.4141666666667,1490.0,1.0,Gulf Coast,LA,EUNICE,"CAJUN PRAIRIE BROADCASTING, LLC"
KBMR,day_0.5,12.764937024447136,KBMR_0.5_D_as1.kml,46.8102777777778,-100.736527777778,1130.0,10.0,Upper Midwest,ND,BISMARCK,"IHM LICENSES, LLC"
KGVY,day_2,0.6889047102304175,KGVY_2_D_as1.kml,31.92925,-110.997027777778,1080.0,1.0,Southwest,AZ,GREEN VALLEY,"KGVY, LLC"
WFKJ,night_2,0.15546665876172483,WFKJ_2_N_as1.kml,39.8830555555556,-77.3452777777778,890.0,0.89,Great Lakes,PA,CASHTOWN,JESUS IS LORD MINISTRIES INTERNATIONAL
WRLD,night_2,0.1710149236023426,WRLD_2_N_as3.kml,40.3244444444444,-75.9419444444445,1240.0,1.0,Great Lakes,PA,READING,Major Keystone LLC
WLQY,day_0.5,24.72986486402806,WLQY_0.5_D_as1.kml,26.0313888888889,-80.2783333333333,1320.0,5.0,Southeast,FL,HOLLYWOOD,"ENTRAVISION HOLDINGS, LLC"
WCLD,day_0.5,0.7442559411283582,WCLD_0.5_D_as3.kml,33.7336111111111,-90.7138888888889,1490.0,1.0,Gulf Coast,MS,CLEVELAND,"RADIO CLEVELAND, INC."
KDTD,night_2,0.5449816408799961,KDTD_2_N_as3.kml,39.1138888888889,-94.6791666666667,1340.0,1.0,Plains,KS,KANSAS CITY,"REYES MEDIA GROUP, INC."
WKTX,night_2,0.8103541659656912,WKTX_2_N_as1.kml,41.4156111111111,-80.7300833333333,830.0,1.0,Great Lakes,OH,CORTLAND,KINGSTRUST LLC
KWWN,night_2,2.672115249093622,KWWN_2_N_as1.kml,36.2125,-115.1625,1100.0,0.054,Southwest,NV,Las Vegas,Lotus Broadcasting Corp.
WLBE,day_2,0.3600511772092432,WLBE_2_D_as1.kml,28.8286111111111,-81.7859166666667,790.0,1.0,Southeast,FL,LEESBURG-EUSTIS,Q-BROADCASTING CORPORATION
WDWS,night_2,0.4546839924296364,WDWS_2_N_as3.kml,40.0844722222222,-88.2481111111111,1400.0,1.0,Great Lakes,IL,CHAMPAIGN,"Champaign Multimedia Group, LLC"
KMIS,night_2,0.4687570141395554,KMIS_2_N_as1.kml,36.4253333333333,-89.6914722222222,1050.0,0.6,Mid-South,MO,PORTAGEVILLE,POLLACK BROADCASTING CO.
WAXB,night_2,0.13327342411503196,WAXB_2_N_as1.kml,41.2909166666667,-73.4873333333333,850.0,2.5,Northeast,CT,RIDGEFIELD,THE BERKSHIRE BROADCASTING CORP.
WBNC,day_2,0.05454361462034285,WBNC_2_D_as1.kml,43.9800833333333,-71.1103333333333,1340.0,0.62,Northeast,NH,CONWAY,"Conway Broadcasting, LLC"
KUNX,night_2,0.607096258085221,KUNX_2_N_as3.kml,34.33,-119.091944444444,1400.0,1.0,California,CA,SANTA PAULA,GOLD COAST BROADCASTING LLC
WQII,day_0.5,6.016716584155802,WQII_0.5_D_as3.kml,18.3583333333333,-66.1347222222222,1140.0,10.0,Unknown,PR,SAN JUAN,"COMMUNICATIONS COUNSEL GROUP, INC."
KUAU,night_2,6.962063385755755,KUAU_2_N_as1.kml,,,,,Unknown,,,
WLIP,night_2,0.32836136675905436,WLIP_2_N_as1.kml,42.5527777777778,-87.8938888888889,1050.0,0.25,Great Lakes,WI,KENOSHA,Alpha Media Licensee LLC
KVWM,day_2,0.8411089092260227,KVWM_2_D_as1.kml,34.2111666666667,-110.006222222222,970.0,0.195,Southwest,AZ,SHOW LOW,Simcast Digital LLC
WTAB,day_2,0.32837211224250495,WTAB_2_D_as1.kml,,,,,Unknown,,,
WLUE,day_2,0.1567093530902639,WLUE_2_D_as1.kml,38.3525555555556,-85.1857777777778,1600.0,0.32,Mid-South,KY,EMINENCE,"NEW ALBANY BROADCASTING CO., INC."
WZON,night_2,0.9362966325134039,WZON_2_N_as1.kml,44.8298055555556,-68.7833611111111,620.0,5.0,Northeast,ME,BANGOR,"J. Hanson Company, Inc."
WKTZ,day_0.5,8.819052369392011,WKTZ_0.5_D_as1.kml,30.32525,-81.5706388888889,1220.0,0.036,Southeast,FL,JACKSONVILLE,AMERICAN FAMILY ASSOCIATION
WICC,day_0.5,1.9254371653078124,WICC_0.5_D_as1.kml,41.16,-73.1647222222222,600.0,0.5,Northeast,CT,BRIDGEPORT,"CONNOISSEUR MEDIA LICENSES, LLC"
KTNS,day_2,0.7852392598288134,KTNS_2_D_as1.kml,37.2960555555556,-119.607361111111,1060.0,5.0,California,CA,OAKHURST,"LAZER LICENSES, LLC"
WINE,night_2,0.07331766339484602,WINE_2_N_as1.kml,41.4931388888889,-73.4287222222222,940.0,0.004,Northeast,CT,BROOKFIELD,"International Church of the Grace of God, Inc."
KMLB,day_2,2.4674980730051175,KMLB_2_D_as1.kml,32.6220833333333,-92.0643055555556,540.0,4.0,Gulf Coast,LA,MONROE,"HOLLADAY BROADCASTING OF LOUISIANA, LLC"
KHOT,day_2,0.3220571430865675,KHOT_2_D_as1.kml,36.9660555555556,-120.036,1250.0,0.081,California,CA,MADERA,"RELEVANT RADIO, INC."
WMEX,day_0.5,14.205459592747502,WMEX_0.5_D_as1.kml,42.2737222222222,-71.0411666666667,1510.0,10.0,Northeast,MA,QUINCY,"L&J Media, LLC"
KZIP,day_0.5,3.8687519087688997,KZIP_0.5_D_as1.kml,35.1838888888889,-101.969722222222,1310.0,1.0,Gulf Coast,TX,AMARILLO,"CHRISTIAN MINISTRIES OF THE VALLEY, INC."
KGEZ,day_0.5,4.955407409928739,KGEZ_0.5_D_as1.kml,48.1611111111111,-114.280833333333,600.0,5.0,Rockies,MT,KALISPELL,FLATHEAD VALLEY WIRELESS ASSOCIATION LLC
WSMN,day_0.5,0.12117231078445911,WSMN_0.5_D_as1.kml,42.7595277777778,-71.4764444444444,1590.0,0.77,Northeast,NH,NASHUA,"BARTIS BROADCASTING, LLC"
KBSN,night_2,0.2915346642257646,KBSN_2_N_as1.kml,47.1044444444445,-119.292222222222,1470.0,1.0,Pacific Northwest,WA,MOSES LAKE,"Jacobs Radio Programming, LLC"
KDFT,day_0.5,11.607715670834295,KDFT_0.5_D_as1.kml,32.5131944444444,-96.5747222222222,540.0,1.0,Gulf Coast,TX,FERRIS,"WAY BROADCASTING LICENSEE, LLC"
KTUZ,day_2,0.4434642873238772,KTUZ_2_D_as1.kml,36.2653611111111,-95.7105277777778,1570.0,1.0,Plains,OK,CATOOSA,TYLER MEDIA LLC
WBBP,day_2,0.47390493017155677,WBBP_2_D_as1.kml,35.055,-90.0875,1480.0,0.041,Mid-South,TN,MEMPHIS,"BOUNTIFUL BLESSING, INC."
WLBG,day_0.5,1.0174744949908927,WLBG_0.5_D_as1.kml,34.5037222222222,-82.0181388888889,860.0,0.012,Southeast,SC,LAURENS,"SOUTHEASTERN B/CAST ASSOCIATES, INC."
WYBC,day_0.5,0.6991857220418751,WYBC_0.5_D_as1.kml,41.2925833333333,-72.9528888888889,1340.0,0.88,Northeast,CT,NEW HAVEN,"YALE BROADCASTING COMPANY, INC."
WCSI,night_2,0.4076501101953909,WCSI_2_N_as1.kml,39.1867222222222,-85.95,1010.0,0.33,Great Lakes,IN,COLUMBUS,"WHITE RIVER BROADCASTING CO., INC."
KTBI,day_2,3.313017145730555,KTBI_2_D_as1.kml,47.3559722222222,-119.483361111111,810.0,50.0,Pacific Northwest,WA,EPHRATA,"TACOMA BROADCASTERS, INCORPORATED"
WLIJ,day_2,0.197972550871782,WLIJ_2_D_as1.kml,35.4553611111111,-86.4519444444445,1580.0,5.0,Mid-South,TN,SHELBYVILLE,"HOPKINS FARMS BROADCASTING, INC."
WQXM,day_2,0.13859196979319677,WQXM_2_D_as1.kml,27.90975,-81.8578611111111,1460.0,10.0,Southeast,FL,BARTOW,"Prime Broadcasting, Inc."
